42	0	yolo-with-stats/Program.cs
17	0	yolo-with-stats/Slice.csproj
3	0	yolo-with-stats/sample-7Qi2.csv
3	0	yolo-with-stats/sample-7zhG.csv
60	0	yolo-with-stats/tests/Program.cs
13	0	yolo-with-stats/tests/Slice.Tests.csproj
