112	0	clean-code-with-stats/src/Slice/CsvColumnSelector.cs
14	4	clean-code-with-stats/src/Slice/SliceApplication.cs
52	6	clean-code-with-stats/tests/Slice.Tests/SliceApplicationTests.cs
