73	0	clean-code-with-stats/src/Slice/CsvColumnSelector.cs
6	2	clean-code-with-stats/src/Slice/SliceApplication.cs
121	1	clean-code-with-stats/tests/Slice.Tests/SliceApplicationTests.cs
