161	135	clean-code-with-stats/src/Slice/CsvColumnSelector.cs
104	74	clean-code-with-stats/src/Slice/SliceApplication.cs
81	0	clean-code-with-stats/tests/Slice.Tests/SliceApplicationTests.cs
