54	0	clean-code-with-stats/src/Slice/CsvColumnSelector.cs
4	3	clean-code-with-stats/src/Slice/SliceApplication.cs
123	1	clean-code-with-stats/tests/Slice.Tests/SliceApplicationTests.cs
