169	1	clean-code-with-stats/src/Slice/CsvColumnSelector.cs
23	11	clean-code-with-stats/src/Slice/SliceApplication.cs
122	1	clean-code-with-stats/tests/Slice.Tests/SliceApplicationTests.cs
